SN1: c:0.03736600315805755 t0:0.06325811861101868 x0:1.127239558209306e-05 x1:0.08551909244543214 
SN773: c:0.04857368195085169 t0:0.06703741565032052 x0:6.305293272365797e-06 x1:0.15290548723574665 
SN774: c:0.056594809820891316 t0:0.0725357710838941 x0:1.1757689144859098e-05 x1:0.14248906380503357 
SN775: c:0 t0:0 x0:0 x1:0 
SN776: c:0.08648153917305776 t0:0.10868842078075247 x0:0.00012640702873482847 x1:0.09397250224534222 
SN777: c:0.030753110323651946 t0:0.05853373762080052 x0:9.379400492504536e-06 x1:0.09933642096397235 
SN778: c:0.051130581081280796 t0:0.06763394599805785 x0:7.635821295355081e-06 x1:0.12115160110324408 
SN779: c:0.04048817948141364 t0:0.06503271735629093 x0:8.94560503413429e-06 x1:0.10696645881074682 
SN780: c:0.041774839708953744 t0:0.054085530402675795 x0:1.3319172102430359e-05 x1:0.09469180077547655 
SN781: c:0.02427769039752603 t0:0.05283125160832076 x0:5.615504585958371e-06 x1:0.06988661328051424 
SN782: c:0.08015396372488162 t0:0.22154545658659885 x0:3.1156279645567056e-05 x1:0.4442210463092533 
SN783: c:0.03720506535424304 t0:0.040966009298275145 x0:1.6656342822602186e-05 x1:0.07990685457486597 
SN784: c:0.05413416387140903 t0:0.0632867970832741 x0:1.1178029697939636e-05 x1:0.10688929493172278 
SN785: c:0.039724925861213956 t0:0.06345585359162963 x0:1.1771747644240374e-05 x1:0.08959374911432198 
SN786: c:0.030473100094014802 t0:0.024409548039562093 x0:2.6243567316531598e-05 x1:0.052614117135643255 
SN787: c:0.1928057379184288 t0:0.06956650220525652 x0:0.0001383287220985471 x1:0.127660755032232 
SN788: c:0.07453188954697271 t0:0.10025044542273545 x0:6.469470816940585e-05 x1:0.19969179421970623 
SN789: c:0.035943934568319534 t0:0.05325549143092408 x0:4.269563960888716e-06 x1:0.09951315189123047 
SN790: c:0.018053487592725716 t0:0.04799667216682497 x0:4.668322253850136e-06 x1:0.06507698159560518 
SN791: c:0.053950852648684045 t0:0.08658527181206253 x0:3.930038591193944e-06 x1:0.17678065879814114 
SN792: c:0.07567325149627022 t0:0.14333071927936086 x0:4.226666242989851e-05 x1:0.3193870742289398 
SN793: c:0.019078500456092506 t0:0.02726493727410873 x0:1.1725949692444128e-05 x1:0.06661159929261332 
SN794: c:0.03226597594188217 t0:0.062676123846657 x0:7.516997122249926e-06 x1:0.09545467313093517 
SN795: c:0.035304578819548724 t0:0.062402443132975376 x0:8.090729428836865e-06 x1:0.07854567728273824 
SN796: c:0.02938287343751959 t0:0.1109325878199053 x0:2.9499716916923718e-05 x1:0.06463453864294726 
SN797: c:0.042260071118465074 t0:0.05277487530629501 x0:1.1595345368749087e-05 x1:0.07277722393048738 
SN798: c:0.027083145013085636 t0:0.04278367179363207 x0:6.601943876395306e-06 x1:0.09778770673045718 
SN799: c:0.39123755583412373 t0:0.7613783820961949 x0:8.577875887034226e-05 x1:0.8158000828420824 
SN800: c:0.09058673686785335 t0:57.327308158151034 x0:2.0999085067508174 x1:0.8051321579335712 
SN801: c:0.043192444469935386 t0:0.06391464209993893 x0:3.3695456596959076e-05 x1:0.08736305825104891 
SN802: c:0.04644502451049796 t0:0.06238503476893336 x0:9.458343183899565e-06 x1:0.11042307908744602 
SN803: c:0.04846332297850919 t0:0.08193974608106412 x0:4.601589576629612e-06 x1:0.13853418615018076 
SN804: c:0.02416051284558039 t0:0.051306860167855524 x0:1.7065674969629203e-05 x1:0.07500049959766769 
SN805: c:0.0274090745235843 t0:0.05113903999511258 x0:1.0387092568842346e-05 x1:0.07649181237873574 
SN806: c:0.056324576076977426 t0:0.04232740200352123 x0:9.139061793990572e-06 x1:0.09733565558223795 
SN807: c:0.03639411778911434 t0:0.05873413493142793 x0:6.513880464416748e-06 x1:0.12161656207377296 
SN808: c:0.04739258154216426 t0:0.06102900423742233 x0:4.816517093507259e-06 x1:0.1550471059603597 
SN809: c:0.04185696655082807 t0:0.0605128362436279 x0:7.376585983060807e-06 x1:0.1059215909008213 
SN810: c:0.036341388308133764 t0:0.047213148795460555 x0:1.1559770058356498e-05 x1:0.10523870916149852 
SN811: c:0.08538611768874411 t0:0.08951801923664715 x0:1.3575505280880712e-05 x1:0.1821361841604749 
SN812: c:0.022396515487888503 t0:0.03438346912818109 x0:9.795098150106618e-06 x1:0.06793643044699585 
SN813: c:0.566680422218303 t0:1.148415629930561 x0:0.00031449798273205194 x1:0.6684131940782183 
SN814: c:0.046469756630055536 t0:0.05907528993185472 x0:7.776254340180142e-06 x1:0.12623617989527353 
SN815: c:0.02734250733150634 t0:0.05422227353141981 x0:1.3796120999780058e-05 x1:0.06802781332600497 
SN816: c:0.05664633659494516 t0:0.0667042510043444 x0:6.28793964869073e-06 x1:0.14415737142220708 
SN817: c:0.027332638382815563 t0:0.057060547307007235 x0:7.148717601564072e-06 x1:0.09160351278491119 
SN818: c:0.05662735694445017 t0:0.09469467821830525 x0:7.574539542992362e-06 x1:0.12267158875911137 
SN819: c:0.07398736093237825 t0:1.441235612154939 x0:2.2212509475594725e-05 x1:0.7675859970365825 
SN820: c:0.0433081738496 t0:0.059687956209904074 x0:1.3672498831888511e-05 x1:0.10812246634991747 
SN821: c:0.04362738684514093 t0:0.059773786689393496 x0:9.220655016170647e-06 x1:0.08622893338931922 
SN822: c:0.02475051856701736 t0:0.037705480244845435 x0:1.5287362803221443e-05 x1:0.0669429761425171 
SN823: c:0.04377974534712233 t0:0.05342198923456496 x0:1.3888810074184095e-05 x1:0.08772508866785488 
SN824: c:0.04990753139134824 t0:0.11849020855119662 x0:1.7265346141405365e-05 x1:0.10693676407471292 
SN825: c:0.038735502180872926 t0:0.06251818043682035 x0:4.210091739298217e-06 x1:0.12573448941180124 
SN826: c:0.02141535468533422 t0:0.0649254563285618 x0:4.3562579649370045e-06 x1:0.08905968372829362 
SN827: c:0.2714777380466203 t0:0.04926872783724275 x0:4.855617970560462e-06 x1:2.923730350267109 
SN828: c:0.024092425455324137 t0:0.03994438347077209 x0:2.730056533404387e-05 x1:0.03861950863356285 
SN829: c:0.01214172446628425 t0:0.026039438576818664 x0:2.525171950898482e-05 x1:0.03377098304008972 
SN830: c:0.048518041693112995 t0:0.06242368387472333 x0:1.4686306816415769e-05 x1:0.10800647483189521 
SN831: c:0.03098825527521249 t0:0.062373611477897134 x0:5.203819396287063e-06 x1:0.09948120566787433 
SN832: c:0.02698587102821243 t0:0.03963179290888342 x0:1.619377876892128e-05 x1:0.042384359869896915 
SN833: c:0.07225510667341555 t0:0.0701975809676944 x0:9.881681917278449e-06 x1:0.1456639507175943 
SN834: c:0.05200520884355096 t0:0.0635312741026121 x0:5.325985614855754e-06 x1:0.14986403092616812 
SN835: c:0.037913594154008835 t0:0.06704159385617606 x0:8.646690815059762e-06 x1:0.12093496894184788 
SN836: c:0.03132890464263663 t0:0.05306928538445852 x0:7.014494639214827e-05 x1:0.06903543396150347 
SN837: c:0.03350383747172866 t0:0.06256317203091366 x0:7.89665117357329e-06 x1:0.09102169984691989 
SN838: c:0.03495849197120792 t0:0.06697470275399553 x0:6.876580579013281e-06 x1:0.10638265647024527 
SN839: c:0.025560859490607424 t0:0.057204653615127665 x0:4.967915653991227e-06 x1:0.09221421208203331 
SN840: c:0.02043907581898916 t0:0.03711972423188377 x0:2.1237802193950244e-05 x1:0.0491329512997683 
SN841: c:0.03518259088876951 t0:0.06508762386309236 x0:5.071118781419093e-06 x1:0.11345111259826268 
SN842: c:0.08231032750283963 t0:0.09447515648977688 x0:2.6210928531041865e-05 x1:0.3122362768541342 
SN843: c:0.0490942436293831 t0:0.06598145933760312 x0:1.2092033370393351e-05 x1:0.1308443103353645 
SN844: c:0.03932554401866327 t0:0.06288142704809611 x0:3.983732022195536e-06 x1:0.1358037522541201 
SN845: c:0.03619589812200563 t0:0.06035207291443332 x0:4.956048615209741e-06 x1:0.11720449909908134 
SN846: c:0.03755510304939275 t0:0.06515014129136969 x0:5.3482403814749675e-06 x1:0.11653287642012754 
SN847: c:0.0740180633707191 t0:0.1383366556566632 x0:2.8074157916088245e-05 x1:0.11968323104346473 
SN848: c:0.03572665985971067 t0:0.05089851444253519 x0:1.2117364093580873e-05 x1:0.07991860275449221 
SN849: c:0.03320988344091372 t0:0.06595115764927557 x0:3.340074231896016e-06 x1:0.13824238475890216 
SN850: c:0.04609564563025764 t0:0.06594769092981118 x0:1.0706217449524123e-05 x1:0.09571903661526819 
SN851: c:0.04443314169502633 t0:0.05343496980886268 x0:1.1464950773355488e-05 x1:0.11300186920244976 
SN852: c:0.032928893505377525 t0:0.05227941096972004 x0:1.531319790205328e-05 x1:0.0758671501855846 
SN853: c:0.04530765801141188 t0:0.06818197788448536 x0:6.1780732244482046e-06 x1:0.11554653282141915 
SN854: c:0.0470643650280763 t0:0.058161574942157415 x0:1.4498810011274323e-05 x1:0.08135718167126615 
SN855: c:0.023612867157389944 t0:0.05801690577009338 x0:9.771216787160448e-06 x1:0.07296247199466516 
SN856: c:0.029339627935029526 t0:0.05641661707180044 x0:8.2054435849355e-06 x1:0.07599656581731998 
SN857: c:0.016234717286135417 t0:0.046386854085655814 x0:1.1924174439730121e-05 x1:0.05241098352462836 
SN858: c:0.14379025910779686 t0:0.040753756116832913 x0:0.00010628287249678345 x1:0.20191891511707108 
SN859: c:0.04699200231333841 t0:0.06354568807791935 x0:7.198242725015939e-06 x1:0.11483007802269368 
SN860: c:0.02891959525797291 t0:0.05432290592060338 x0:7.854003979424835e-06 x1:0.08155709451076781 
SN861: c:0.03670359005940863 t0:0.06166308786958756 x0:7.849505747289716e-06 x1:0.0995977470393146 
SN862: c:0.2745917942984975 t0:0.832204089293189 x0:0.00010605149320086985 x1:2.5723617810485293 
SN863: c:0.03378862407004506 t0:0.05720818032115427 x0:5.106999519314427e-06 x1:0.09907935840833455 
SN864: c:0.027076764621325692 t0:0.0656639600808077 x0:5.745844469013266e-06 x1:0.10061380240526639 
SN865: c:0.03460858877773147 t0:0.05666552785433681 x0:8.188704168941139e-06 x1:0.07492456874768372 
SN866: c:0.04386361149101787 t0:0.069278113665005 x0:7.10511080487358e-06 x1:0.10975382917604003 
SN867: c:0.030654079160651285 t0:0.05967254147630848 x0:1.359926228129871e-05 x1:0.09898024018126943 
SN868: c:0.05926619348151223 t0:0.055281210965113625 x0:2.1554059444732625e-05 x1:0.13383785226393125 
SN869: c:0.23418125765009948 t0:0.25778411769939996 x0:6.963468618269249e-05 x1:0.23477055930138757 
SN870: c:0.02607691587418397 t0:0.04352824900250651 x0:1.9733482178092496e-05 x1:0.06480008579572315 
SN871: c:0.030922098159386673 t0:0.04941085261817096 x0:1.779516955695997e-05 x1:0.07008694240658633 
SN872: c:0.05216229891581179 t0:0.08775962015555806 x0:1.4804388381230347e-05 x1:0.10551884157176518 
SN873: c:0.03269798803871632 t0:0.05999707667435244 x0:9.105287483138752e-06 x1:0.08575455979434048 
SN874: c:0.06251504430395878 t0:0.05486296489827712 x0:1.183529749004219e-05 x1:0.12096090528556712 
SN875: c:0.028184580651999618 t0:0.037094160094517804 x0:2.7225298586595652e-05 x1:0.0323484799787704 
SN876: c:0.04647896401557502 t0:0.06452609876129015 x0:1.024540108811372e-05 x1:0.11932959465133465 
SN877: c:0.09040326626775738 t0:0.07564233481707201 x0:4.172096566484787e-05 x1:0.27955851401897513 
SN878: c:0.10300631297561211 t0:5.288609168539618 x0:0.0009002326335262752 x1:3.1668944513048842 
SN879: c:0.017425639954137793 t0:0.05267096235379244 x0:7.434448278004863e-06 x1:0.0801238599846565 
SN880: c:0.03181892560549064 t0:0.055843135928617 x0:1.5725038192635587e-05 x1:0.08528764855621752 
SN881: c:0.07116718368966334 t0:0.12313116269265649 x0:9.183485327249799e-06 x1:0.18219066057612918 
SN882: c:0.038518194384926846 t0:0.07127100311102676 x0:5.702702379727062e-06 x1:0.12644295154960197 
SN883: c:0.27952500413715764 t0:0.25876765404736796 x0:2.7503348039562045e-05 x1:0.5631878232703187 
SN884: c:0.04850117306235358 t0:0.05825789715479292 x0:6.9275375640590455e-06 x1:0.12288617964736069 
SN885: c:0.049246312026304945 t0:0.04802031593194588 x0:6.5599826634444655e-06 x1:0.1097935659179298 
SN886: c:0.03707513668327597 t0:0.045172383468684206 x0:8.90267190027189e-06 x1:0.09235082151673965 
SN887: c:0.03868266512067412 t0:0.05097618218545213 x0:1.0839090864022057e-05 x1:0.09031180382620298 
SN888: c:0.026403595825922777 t0:0.06364601767276698 x0:6.934684794016852e-06 x1:0.08296269826439889 
SN889: c:0.038296488007247484 t0:0.06622416700652672 x0:4.835496087385837e-06 x1:0.11637543884075795 
SN890: c:0.04585243290453996 t0:0.056328359281651835 x0:2.12892545101959e-05 x1:0.0661304088220508 
SN891: c:0.32125777859985033 t0:0.1038290848909128 x0:5.142843157018797e-05 x1:0.32678012111752486 
SN892: c:0.036760443901454 t0:0.04406419428921057 x0:7.755789858778278e-06 x1:0.10372998907482155 
SN893: c:0.06889097808222763 t0:0.07314887874663038 x0:6.155829590484666e-06 x1:0.18891028408607582 
SN894: c:0.025030698250741994 t0:0.04665402481052161 x0:7.224364676496692e-06 x1:0.10024447262650255 
SN895: c:0.1440923772231596 t0:0.09965271895425122 x0:6.41056849953557e-05 x1:0.21996378024250177 
SN896: c:0.036140553903759566 t0:0.06177532901537205 x0:1.0287644203314357e-05 x1:0.10231652011623668 
SN897: c:0.048676870164111055 t0:0.10624362288247417 x0:1.7459342949907164e-05 x1:0.10600354970178887 
SN898: c:0.04234725057753311 t0:0.06122807521216684 x0:1.1810352409946215e-05 x1:0.10381958459343867 
SN899: c:0.04855900381682505 t0:0.06323635984122862 x0:7.660997212492696e-06 x1:0.1284138159034303 
SN900: c:0.05991773454666284 t0:0.0681689931309094 x0:6.03222547920967e-06 x1:0.16127714434190202 
SN901: c:0.055158710690863734 t0:0.04762131327189722 x0:9.684854686458015e-06 x1:0.10801934417013755 
SN902: c:0.1966321791007603 t0:0.06525194287343651 x0:3.724003397154477e-05 x1:0.19662396125557532 
SN903: c:0.04190866082409023 t0:0.059409502621287 x0:1.0756130009848375e-05 x1:0.09562254815842083 
SN904: c:0.044147828514678716 t0:0.06317727221552917 x0:8.652421665178683e-06 x1:0.0925227083366721 
SN905: c:0.05407698989125596 t0:0.13950677413549867 x0:1.9647420312864374e-05 x1:0.1185931376614597 
SN906: c:0.043314444062438194 t0:0.06855861200006266 x0:8.051353375953975e-06 x1:0.14096579565164105 
SN907: c:0.029459329959242667 t0:0.04771590679255986 x0:2.2799417584578146e-05 x1:0.05867714094747615 
SN908: c:0.04920076074251381 t0:0.06380113850970019 x0:1.0814006796136926e-05 x1:0.11339771855303266 
SN909: c:0.06864273614879103 t0:0.12534117861583266 x0:1.2350232036932325e-05 x1:0.1723163408725104 
SN910: c:0.07980430915279323 t0:0.34884120514333966 x0:3.702403919180824e-05 x1:0.33083270556379374 
SN911: c:0.0499713311281638 t0:0.07236264398006169 x0:8.831837334689286e-06 x1:0.13636826416222841 
SN912: c:0.048011819152269215 t0:0.06716995998449733 x0:9.210326892782166e-06 x1:0.14251636190604816 
SN913: c:0.04281882061431983 t0:0.0663440496049503 x0:9.106418120447274e-06 x1:0.12842703594917876 
SN914: c:0.04468416477997171 t0:0.047862627680797055 x0:1.1715913219831685e-05 x1:0.08248650033338968 
SN915: c:0.036789728878624396 t0:0.045749176458456386 x0:8.8375843096322e-06 x1:0.09565473758924209 
SN916: c:0.07668448384972817 t0:0.08649195066269451 x0:1.3510061319714105e-05 x1:0.1833346197792031 
SN917: c:0.0456018295089507 t0:0.06532371695043486 x0:8.293544201192544e-06 x1:0.11518938311175651 
SN918: c:0.04725362404316162 t0:0.06859834694899995 x0:8.609854207205577e-06 x1:0.14914790738480224 
SN919: c:0.043522543258181765 t0:0.07506231771062573 x0:7.636912536811903e-06 x1:0.15898210908589366 
SN920: c:0.05181230618922348 t0:0.04997904939546461 x0:2.039516489876127e-05 x1:0.08887791808534069 
SN921: c:0.036824158470591124 t0:0.044675756310369234 x0:1.4579604796423882e-05 x1:0.08173881488227112 
SN922: c:0.023690850306180358 t0:0.0575087426140164 x0:5.319068779459624e-06 x1:0.08274083897634604 
SN923: c:0.024853310599643626 t0:0.06543415180145602 x0:3.18635705715886e-06 x1:0.11882181858480191 
SN924: c:0.024624930774998628 t0:0.055335572962880115 x0:8.891604567774252e-06 x1:0.0729841420595014 
SN925: c:0.0670296774049404 t0:0.10690664142849027 x0:8.932586052778912e-06 x1:0.1397734523618941 
SN926: c:0.0575661266447398 t0:0.0649587313776426 x0:7.166446463864167e-06 x1:0.13197486459771618 
SN927: c:0.03423174382350455 t0:0.02645796276489193 x0:2.5845865196126878e-05 x1:0.05123987012685563 
SN928: c:0.08037217626699639 t0:0.8228905886062675 x0:4.749811037749046e-05 x1:0.6194760449124289 
SN929: c:0.03047119942610888 t0:0.05514116898681535 x0:7.037578245391806e-06 x1:0.09466303728580419 
SN930: c:0.07244052993543029 t0:0.1575470365379201 x0:9.925284203739374e-05 x1:0.27903925323464185 
SN931: c:0.07775625435405223 t0:0.317611948978969 x0:8.940369148552667e-05 x1:0.4043169753881395 
SN932: c:0.04168297213064642 t0:0.06623522419555623 x0:7.3450320828719375e-06 x1:0.11391173065089631 
SN933: c:0.14208938659463075 t0:0.3102849083950091 x0:0.00011747320389799536 x1:0.2489236153464866 
SN934: c:0.024010716846486712 t0:0.03433873114189692 x0:9.390769137386115e-06 x1:0.07471170437386285 
SN935: c:0.04256646777418663 t0:0.08322504278736333 x0:7.114168857098219e-06 x1:0.11336914597006578 
SN936: c:0.0333828967491505 t0:0.05969196933843197 x0:1.4358891122173608e-05 x1:0.0750866572330511 
SN937: c:0.038672889686243606 t0:0.0613848693501627 x0:6.708013819095504e-06 x1:0.11650382692576312 
SN938: c:0.12220652234565497 t0:0.053208476798060934 x0:0.0006634035061885289 x1:0.07311551764174715 
SN939: c:3.0950384097847974 t0:30.80020954599563 x0:0.05513542608916159 x1:53.07015671496674 
SN940: c:0.030442432192025894 t0:0.05733153206443195 x0:8.809909311732947e-06 x1:0.0384181553111467 
SN941: c:0.015895153686121682 t0:0.029376439850233613 x0:1.7757430550024913e-05 x1:0.041242577627846604 
SN942: c:0.043538788999235904 t0:0.048476587615893546 x0:1.7641580737913588e-05 x1:0.07141417887246497 
SN943: c:0.05591919267446677 t0:0.06555734240979631 x0:8.532321581487109e-06 x1:0.12956325269858182 
SN944: c:0.05751000269316962 t0:0.0684033721021306 x0:2.4541036682491193e-05 x1:0.12995658997420914 
SN945: c:0.026764955505429386 t0:0.04642216775831513 x0:1.4408699392127596e-05 x1:0.07213532050537763 
SN946: c:0.07036837709875272 t0:0.11745497196826442 x0:8.120661467832428e-06 x1:0.19957563882428933 
SN947: c:0.05749950708669463 t0:0.06143253884327786 x0:7.0054639439650215e-06 x1:0.12770147927295025 
SN948: c:0.02510372785467657 t0:0.04858818116148046 x0:2.3205930569418715e-05 x1:0.06635690397944558 
SN949: c:0.04286956672164016 t0:0.06704417713521793 x0:8.89802693005394e-06 x1:0.1004662227140806 
SN950: c:0.014193696556037569 t0:0.038788722532140704 x0:1.632640216593085e-05 x1:0.04952160047786413 
SN951: c:0.06104717547030701 t0:0.11419189509222961 x0:8.899905148791706e-06 x1:0.12559374028718523 
SN952: c:0.03811613901444629 t0:0.06393210389348594 x0:8.680903420051192e-06 x1:0.09390256212974994 
SN953: c:0.05909138570895403 t0:0.06814394932233452 x0:5.645359726990328e-05 x1:0.16295434034476633 
SN954: c:0.048193603979697706 t0:0.05107386713230868 x0:8.759249409056162e-06 x1:0.09417429968585474 
SN955: c:0.024325456704981874 t0:0.04513493998010412 x0:6.010435278155199e-06 x1:0.08915724083465068 
SN956: c:0.03502547815929486 t0:0.05725092730502847 x0:9.772812329072165e-06 x1:0.09142498469611411 
SN957: c:0.036980184765926905 t0:0.06714672281647813 x0:9.915615164489915e-06 x1:0.09922706960816181 
SN958: c:0.03864696729331001 t0:0.06344996092746617 x0:1.5248983635977867e-05 x1:0.09137649143971932 
SN959: c:0.03311639825548071 t0:0.04132421144875248 x0:1.2725709427115858e-05 x1:0.08495785945867297 
SN960: c:0.030213669450850925 t0:0.053181958916330735 x0:1.8091057615778735e-05 x1:0.06791898987761372 
SN961: c:0.036773513263568675 t0:0.02915278414321825 x0:2.023641711914387e-05 x1:0.08385397861005627 
SN962: c:0.028098680238632767 t0:0.053784116393146404 x0:7.409767475152792e-06 x1:0.09868606419839723 
SN963: c:0.043481956470485236 t0:0.06306081082847581 x0:1.516151690107132e-05 x1:0.093056207480313 
SN964: c:0.24335119567044025 t0:0.42281608964013906 x0:0.00016485617500555793 x1:0.35130382054977666 
SN965: c:0.07200073646653508 t0:0.5707662835657983 x0:0.0023670694221928474 x1:0.03225928966251124 
SN966: c:0.05269721617358349 t0:0.057286965417477936 x0:1.1093337675137804e-05 x1:0.10293662489166062 
SN967: c:0.03665379737507062 t0:0.05861544265221422 x0:9.886229286467723e-06 x1:0.08724111233413213 
SN968: c:0.021912564429209018 t0:0.0587201965344865 x0:3.0325445768778574e-06 x1:0.08526791072259837 
SN969: c:0.02652168124261783 t0:0.049146281260929264 x0:5.121476862136698e-06 x1:0.09775944969787667 
SN970: c:0.03855198110883474 t0:0.04475805429689663 x0:1.0475266137625098e-05 x1:0.07500820177907262 
SN971: c:0.07978738066136891 t0:0.07594247529872117 x0:2.8319070842730134e-05 x1:0.21154603823848256 
SN972: c:0.043907372778069886 t0:0.06856505302680443 x0:1.3371335817250862e-05 x1:0.15085942666379873 
SN973: c:0.007624105446879393 t0:0.019034683825199787 x0:4.271833494563366e-05 x1:0.021542880247761843 
SN974: c:0.04003031247200496 t0:0.07165037671751798 x0:2.4304350064082014e-05 x1:0.12221634926089056 
SN975: c:0.039994233344267195 t0:0.05858087951686154 x0:5.371460739919626e-06 x1:0.12438473606013692 
SN976: c:0.026641792679542833 t0:0.046058023318574635 x0:7.088966908203545e-06 x1:0.07153156801174654 
SN977: c:0.13543174879470363 t0:1.0005067094639106 x0:1.880858675008735e-05 x1:40.206915037231866 
SN978: c:0.20648671376608896 t0:0.033630559622705204 x0:0.00020934148868006008 x1:0.16988643783897728 
SN979: c:0.16805667896479767 t0:0.07474710819093476 x0:5.368310623286297e-05 x1:0.1383109889138308 
SN980: c:0.03679411931310302 t0:0.06307166187789678 x0:5.712097534444137e-06 x1:0.11925270434911661 
SN981: c:0.03356624261142517 t0:0.051728745659414384 x0:1.1601897625862099e-05 x1:0.08573519862958395 
SN982: c:0.18006274041264822 t0:0.6206079011978115 x0:0.00013523093112370005 x1:0.27794744391466464 
SN983: c:0.03430672055445517 t0:0.1175131647889981 x0:2.2457334562859464e-05 x1:0.06895560899320562 
SN984: c:0.048463959150817276 t0:0.060620312156197724 x0:7.914270499168033e-06 x1:0.11576890181132583 
SN985: c:0.031050815258241937 t0:0.04537600270095154 x0:6.790038440671501e-06 x1:0.09265645084403024 
SN986: c:0.2728421850326296 t0:0.9652182421635005 x0:2.995556392851392e-05 x1:4.574594370227269 
SN987: c:0.03966419270822413 t0:0.059338840733204834 x0:1.5822269037975107e-05 x1:0.09182029446440669 
SN988: c:0.07527642845830504 t0:0.10267218672867924 x0:4.0901683709164385e-05 x1:0.21088982666115177 
SN989: c:0.03286909915980678 t0:0.04489448191301257 x0:8.385003980759185e-06 x1:0.08663283773203131 
SN990: c:0.04495115899313868 t0:0.061242406578103065 x0:8.599113008379805e-06 x1:0.1282089034988463 
SN991: c:0.04547558556682958 t0:0.059870693854443324 x0:1.1881532747047746e-05 x1:0.09600089115238837 
SN992: c:0.02703756893588687 t0:0.06292041628872667 x0:4.672434911180825e-06 x1:0.102124818794887 
SN993: c:0.04665449263626746 t0:0.0624203387392613 x0:9.064053418399162e-05 x1:0.09120574410398383 
SN994: c:0.07451553138935092 t0:0.6209309336046844 x0:2.8045148300588633e-05 x1:0.46809309895316703 
SN995: c:0.0536246784673254 t0:0.06580391065181956 x0:9.65430877314671e-06 x1:0.08402495850649479 
SN996: c:0.29830980912405614 t0:0.1830474424785888 x0:4.5894653018460776e-05 x1:0.3019367171515555 
SN997: c:0.03609839038768389 t0:0.05995814049924374 x0:6.895505832821074e-06 x1:0.11490731552714561 
SN998: c:0.01569630534127144 t0:0.042572555006539045 x0:9.370633876289289e-06 x1:0.07511762599471325 
SN999: c:0.003488645055824108 t0:0.012023517287512971 x0:4.2603103027720366e-05 x1:0.01504688608152159 
SN1000: c:0.18524718169949064 t0:0.19659325946627854 x0:7.959352877989381e-05 x1:0.21947437454913016 
